id,type,source,chapter_id,creator,question
MA0155,SMCQ,MODULE,MA02,admin,"If (a, a$^{2})$ falls inside the angle made by the lines y$=\frac{\Delta}{2}$,x>0 and y=3x, x>0, then a belong
$[\mathbf{AIEEE2006}]$
to-


$( 3) \left ( - 3, - \frac 12\right )$ $( 4) \left ( 0, \frac 12\right )$

$( 1) \left ( 3, \:\infty \right )$ $( 2) \left ( \frac 12, 3\right )$

Let P(-1,0) Q(0,0) and R(3,3 $\sqrt{3}$ )be three points. The equation of the bisector of the angle
$[AIEEE2007]$
$PQRis-$
$$)\:{\sqrt{3}}\:\mathrm{x}+\mathrm{y}=0\quad(2)\:\mathrm{x}\:+\:{\frac{\sqrt{3}}{2}}\:\mathrm{y}=0\quad(3)\:{\frac{\sqrt{3}}{2}}\:\mathrm{x}\:+\mathrm{y}=0\quad(4)\:\mathrm{x}\:+\:{\sqrt{3}}\:\mathrm{y}=0$$
$\boxed{11}$



POINT & STRAIGHT LINE"
MA0156,SMCQ,MODULE,MA02,admin,"If one of the lines of my$^2+(1-\mathrm{m}^2)$xy-m$\mathrm{x} ^2= 0$ is a bisector of the angle between the lines
$[AIEEE2007]$
xy=0,then m is-

(2)-2

(3)1

(4)2

$(1)-\frac{1}{2}$"
MA0157,SMCQ,MODULE,MA02,admin,"The perpendicular bisector of the line segment joining P (1,4) and Q (k,3) has y- intercept -4.
$[AIEEE2008]$
Then a possible value of k is-
(3)-2

(1)1

(2) 2


(4)-4"
MA0158,SMCQ,MODULE,MA02,admin,"The lines p$( p^{2}$+ 1) x- y+ q= 0 and ( $p^{2}$+ 1$) ^{2}$ x+ ( $p^{2}$+ 1) y+ 2q= 0 are [ AIEEEE 2009] 
Perpendicular to a common line for :
(1) Exactly two values of p
(2) More than two values of p
(3) No value of p
(4) Exactly one value of p"
MA0159,SMCQ,MODULE,MA02,admin,"The line L given by $\frac{\mathrm{x}}{5}+\frac{\mathrm{y}}{\mathrm{b}}=1$ passes through the point (13,32). The line K is parallel to L ande (1,3)
has the equation $\frac{\mathrm{x}}{\mathrm{c}}+\frac{\mathrm{y}}{3}=1.$ Then the distance between L and K is: [AIEEE-2010]

(1) $\frac {23}{\sqrt {15}}$ (2) $\sqrt {17}$ (3) $\frac {17}{\sqrt {15}}$ (4) $\frac {23}{\sqrt {17}}$"
MA0160,SMCQ,MODULE,MA02,admin,"The lines L$_1:$ y-x=0 and L$_2:2$x+y=0 intersect the line L$_3:$ y+2=0 at P and Q

respectively. The bisector of the acute angle between L$_1$ and L$_2$ intersects L$_3$ at R .

$[AIEEE2011]$
Statement-1:The ratio PR$:\mathbb{RQ}$ equals 2$\sqrt2:\sqrt5$
Statement-2 : In any triangle, bisector of an angle divides the triangle into two similar
triangles.
(1) Statement-l is true, Statement-2 is false. (2) Statement-l is false, Statement-2 is true (3) Statement-1 is true, Statement-2 is true; Statement-2 is a correct explanation for Statement-1 (4) Statement-l is true, Statement-2 is true; Statement-2 is not a correct explanation for Statement-1."
MA0161,SMCQ,MODULE,MA02,admin,"The lines x + y =|a| and ax - y = 1 intersect each other in the first quadrant. Then the set of all
possible values of a is the interval :
[AIEEE 2011]
$(3)\left(1,\infty\right)$
$(1)\left(-1,1\right]$
$\left(2\right)\left(0,\infty\right)$
$(4)\left(-1,\infty\right)$"
MA0162,SMCQ,MODULE,MA02,admin,"A line is drawn through the point (1,2) to meet the coordinate axes at P and Q such that it forms a triangle OPQ, where O is the origin. If the area of the triangle OPQ is least, then the slope of the line PQ is :
$[\mathbf{AIEEE2012}]$

12



POINT & STRAIGHT LINE

(4)-2


$(2)-\frac{1}{4}$

(3)-4

$(1)-\frac{1}{2}$"
MA0163,SMCQ,MODULE,MA02,admin,"If the line 2x+y=k passes through the point which divides the line segment joining the points
$[\mathbf{AIEEE2012}]$
(1,1) and(2,4) in the ratio 3:2, then k equals:


(3)5

(4)6
$$(2)\:\frac{29}{5}$$
$,\frac{11}{5}$"
MA0164,SMCQ,MODULE,MA02,admin,"A ray of light along x +\sqrt{3} y = \sqrt{3} gets reflected upon reaching x-axis, the equation of the
$[ \textbf{JEE- MAIN 2013}]$
reflected ray is :
$$\mathrm{y=x+\sqrt{3}\quad(2)~\sqrt{3}~y~=x-\sqrt{3}\quad(3)~y=\sqrt{3}~x-\sqrt{3}\quad(4)~\sqrt{3}~y=x-1}$$
The x-coordinate of the incentre of the triangle that has the coordinates of mid points of its
$[\mathbf{JEE-MAIN2013}]$
sides as (0,1)(1,1) and (1,0) is:
(2) $2- \sqrt {2}$
(3) $1+ \sqrt {2}$
(1) $2+ \sqrt {2}$
$(4)1-\sqrt{2}$"
MA0165,SMCQ,MODULE,MA02,admin,"14.
A light ray emerging from the point source placed at P(1,3) is reflected at a point Q in the axis
of x. If the reflected ray passes through the point R(6,7), then the abscissa of Q is :
$[ \textbf{JEE- MAN Online 2013}]$

(1) 3 (2) $\frac 72$ (3) 1 (4) $\frac 52$"
MA0166,SMCQ,MODULE,MA02,admin,"If the three lines x-3y=p, ax+2y=q and ax+y=r from a right- angled triangle then:
$[ \textbf{JEE- MAIN Online 2013}]$
$( 1) \mathrm{~a}^2- 6$a-12=0
(2) $\mathrm{a} ^{2}- 9$a+12=0

(4) $\mathrm{a} ^2- 6$a-18=0

(3) $\mathrm{a} ^{2}- 9$a+18=0"
MA0167,SMCQ,MODULE,MA02,admin,"If the x-intercept of some line L is double as that of the line, 3x +4y=12 and the y-intercept of
$[ \textbf{JEE- MAIN Online 2013}]$
L is half as that of the same line, then the slope of L is :-
(2)-3/2
(3)-3/8
(4)-3/16
(1)-3"
MA0168,SMCQ,MODULE,MA02,admin,"If the extremities of the base of an isosceles triangle are the points (2a,0) and (0,a) and the
equation of one of the sides is x=2a, then the area of the triangle, in square units, is :
[JEE-MAN Online 2013]

$(4)5\mathrm{a}^2$
$$(1)\:\dfrac{5}{2}\:a^2\quad(2)\:\dfrac{5}{4}\:a^2\quad(3)\:\dfrac{25\text{a}^2}{4}$$"
MA0169,SMCQ,MODULE,MA02,admin,"Let $\Theta_{1}$ be the angle between two lines 2x + 3y + c_{1}= 0 and -x + 5 y + c_{2}=0, and $\Theta_{2}$ be the angle between two lines 2x+ 3y + c_1=0 and -x + 5y + c_3= 0, where c_1, c_2, c_3 are any real numbers : Statement-1:If c_2 and c_3 are proportional, then $\theta_1=\theta_2$
[JEE-MAIN Online 2013]
Statement-2: $\theta_{2}=\theta_{2}$ for all c2 and c3.

13



POINT & STRAIGHT LINE

(1) Statement-l is true and Statement - 2 is true, Statement-2 is not a correct explanation for

Statement-1.

(2) Statement-1 is false and Statement-2 is true.

(3) Statement-1 is true and Statement-2 is false.

(4) Statement-1 is true and Statement -2 is true, Statement-2 is a correct explanation for

Statement-1."
MA0170,SMCQ,MODULE,MA02,admin,"Let A (-3,2) and B (-2, 1) be the vertices of a triangle ABC. If the centroid of this triangle lies

$[ \textbf{JEE- MAIN Online 2013}]$

on the line 3x+4y+2=0, then the vertex C lies on the line :

(2) $3x+ 4y+ 5= 0$

(1) 4x+3y+5=0

(4) 4x+3y+3=0

(3) 3x+4y+3=0"
MA0171,SMCQ,MODULE,MA02,admin,"If the image of point P(2,3) in a line L is Q (4,5) then, the image of point R (0,0) in the same

$[ \textbf{JEE- MAN Online 2013}]$

line is :

$(2)\left(2,2\right)$

$(4)\left(7,7\right)$

$(1)\left(4,5\right)$

$\left(3\right)\left(3,4\right)$"
MA0172,SMCQ,MODULE,MA02,admin,"Let a, b, c and d be non-zero numbers. If the point of intersection of the lines 4ax + 2ay+ c = 0 and5bx+2by+d=0 lies in the fourth quadrant and is equidistant from the two axes then:
$[\mathbf{JEE}(\mathbf{Main})-2014]$
(1) 2bc-3ad=0
(3) 3bc-2ad=0
(2) 2bc+3ad=0
(4) 3bc+2ad=0"
MA0173,SMCQ,MODULE,MA02,admin,"Let PS be the median of the triangle with vertices P $(2,2),\mathcal{Q}(6,-1)$ and R (7,3). The equation
of the line passing through (1,-1) and parallel to PS is :
$[\mathbf{JEE}(\mathbf{Main})-2014]$
(2) $2x+ 9y+ 7= 0$
(1) 4x-7y-1 1=0

(4) $2x- 9y- 1$ 1=0

(3) 4x+7y+3=0"
MA0174,SMCQ,MODULE,MA02,admin,"Locus of the image of the point (2,3) in the line (2x-3y+4)+k(x-2y+3)=0,k$\in\mathbb{R}$, is a
[JEE(Main)-2015]
(1) circle of radius $\sqrt2$

(2) circle of radius $\sqrt3$

(4) straight line parallel to y-axis

(3) straight line parallel to x-axis"
MA0175,SMCQ,MODULE,MA02,admin,"Two sides of a rhombus are along the lines, x-y+ 1=0 and 7x-y-5=0. If its diagonals
intersect at (-1,-2), then which one of the following is a vertex of this rhombus ?
$[\mathbf{JEE}(\mathbf{Main})-2016]$
$$(1)\left(-\frac{10}{3},-\frac{7}{3}\right)\quad(2)\:(-3,-9)\quad(3)\:(-3,-8)\quad(4)\biggl(\frac{1}{3},-\frac{8}{3}\biggr)$$"
MA0176,SMCQ,MODULE,MA02,admin,"Let k be an integer such that triangle with vertices (k, -3k),(5, k) and (-k, 2) has area 28 sq.
units. Then the orthocentre of this triangle is at the point:
$[\mathbf{JEE}(\mathbf{Main})-20\mathbf{17}]$

<table>
	<tbody>
		<tr>
			<td>1 (1 2 1</td>
			<td>1 (2) 2.</td>
			<td>(4)</td>
		</tr>
		<tr>
			<td>1</td>
			<td>1</td>
			<td>3</td>
		</tr>
	</tbody>
</table>


$\boxed{14}$



POINT & STRAIGHT LINE"
MA0177,SMCQ,MODULE,MA02,admin,"Let the orthocentre and centroid of a triangle be A(-3,5) and B(3,3) respectively. If C is the circumcentre of this triangle, then the radius of the circle having line segment AC as diameter, is :
$[\mathbf{JEE}(\mathbf{Main})-2018]$
$$(1)\frac{3\sqrt{5}}{2}\quad(2)\sqrt{10}\quad(3)\:2\sqrt{10}\quad(4)\:3\sqrt{\frac{5}{2}}$$"
MA0178,SMCQ,MODULE,MA02,admin,"A straight line through a fixed point (2,3) intersects the coordinate axes at distinct points

P and Q. If O is the origin and the rectangle OPRQ is completed, then the locus of R is :

[JEE(Main)-2018]

(2) $3x+ 2y= 6$

(1) $3x+ 2y= 6xy$

(3) $2x+ 3y= xy$

(4) $3x+ 2y= xy$"
MA0179,SMCQ,MODULE,MA02,admin,"Consider the set of all lines px + qy + r = 0 such that 3p + 2q + 4r = 0. Which one of the

following statements is true ?

$[\mathbf{JEE}(\mathbf{Main})-2019]$

(2) Each line passes through the origin

(1) The lines are all parallel

(3) The lines are not concurrent

(4) The lines are concurrent at the point$\left(\frac34,\frac12\right)$"
MA0180,SMCQ,MODULE,MA02,admin,"Let the equations of two sides of a triangle be 3x-2y + 6=0 and 4x + 5y-20=0. If the

orthocentre of this triangle is at (1,1), then the equation of its third side is: [JEE(Main)-2019]

(1) $26x+ 61y+ 1675= 0$

(2)26x-122y-1675=0

(4) $122x- 26y- 1675= 0$

(3) $122x+ 26y+ 1675= 0$"
MA0181,SMCQ,MODULE,MA02,admin,"A point P moves on the line 2x-3y+4=0. If Q(1,4) and R(3,-2) are fixed points, then the

locus of the centroid of $\Delta$PQR is a line:

$[\mathbf{JEE}(\mathbf{Main})-2019]$

(1) parallel to x-axis

(2) parallel to y-axis

<table>
	<tbody>
		<tr>
			<td>31.</td>
			<td>If the line 3x + 4y- 24=0 intersects the x-axis at t then the incentre of the triangle OAB, where O is the $(1)\left(4,4\right)$ $(2)\left(2,2\right)$ $(3)\left(4,3\right)$</td>
			<td>point A and the y-axis at the point B in, is:  $[\mathbf{JEE}(\mathbf{Main})-2019]$ $(4)\left(3,4\right)$</td>
		</tr>
		<tr>
			<td>32.</td>
			<td>Two sides of a parallelogram are along the lines, x + intersect at (2,4),then one of its vertex is: $(1)\left(2,6\right)$ $(2)\left(3,5\right)$ $(3)\left(2,1\right)$</td>
			<td>=3 and x-y+3=0. If its diagonals $[\mathbf{JEE}(\mathbf{Main})-2019]$ $(4)\left(3,6\right)$</td>
		</tr>
		<tr>
			<td>33.</td>
			<td>Two vertices of a triangle are (0,2) and (4,3). If its vertex lies in which quadrant ? (1) first (2) second (3) third</td>
			<td>nocentre is at the origin, then its third $[\mathbf{JEE}(\mathbf{Main})-2019]$ (4) fourth</td>
		</tr>
		<tr>
			<td>34.</td>
			<td>If in a parallelogram ABDC, the coordinates of A, E (2,5),then the equation of the diagonal AD isz (1) 3x-5v+7=0 (2) 5x- 3v+1=0 $(3)3x+$</td>
			<td>d C are respectively (1,2),(3,4) and $[\mathbf{JEE}(\mathbf{Main})-2019]$ -13=0 (4) $5x+ 3y- 1$ 1=0</td>
		</tr>
	</tbody>
</table>

2



POINT & STRAIGHT LINE"
MA0182,SMCQ,MODULE,MA02,admin,"If the straight line, 2x -3y + 17 =0 is perpendicular to the line passing through the points
$[\mathbf{JEE}(\mathbf{Main})-2019]$
(7,17) and $(15,\beta)$, then β equals:
$( 1) - \frac {35}3$ (2) 5
(3) $\frac {35}3$

(4)-5"
MA0183,SMCQ,MODULE,MA02,admin,"If a straight line passing through the point P(-3,4) is such that its intercepted portion between

the coordinate axes is bisected at P, then its equation is:

$[\mathbf{JEE}(\mathbf{Main})-2019]$

(2) 4x-3y+24=0 (3) 4x+3y=0

(1) x-y+7=0

(4) 3x-4y+25=0"
MA0184,SMCQ,MODULE,MA02,admin,"A point on the straight line, 3x+5y= 15 which is equidistant from the coordinate axes will lie

$[\mathbf{JEE}(\mathbf{Main})-2019]$

only in:

$(1)1^{\mathrm{st}}$ and $^{2\mathrm{nd}}$ quadrants

$(2)1^\mathrm{st},2^\mathrm{nd}$ and 4$^\mathrm{th}$ quadrants
(4) $1^{\mathrm{st}}$quadrant

$(3)4^\mathrm{th}$ quadrant"
MA0185,SMCQ,MODULE,MA02,admin,"Let O(0, 0) and A(0, 1) be two fixed points, Then the locus of a point P such that the perimeter

of $\Delta$AOP is 4, is

$[\mathbf{JEE}(\mathbf{Main})-2019]$


$\begin{array}{l}(1)\:8\mathrm{x}^2+9\mathrm{y}^2-9\mathrm{y}=18\\(3)\:8\mathrm{x}^2-9\mathrm{y}^2+9\mathrm{y}=18\end{array}$"
MA0186,SMCQ,MODULE,MA02,admin,"Suppose that the points (h, k), (1,2) and (-3,4) lie on the line L_1. If a line L_2 passing through
he points (h, k) and (4, 3) is perpendicular to L_{1}, then \frac{k}{h} equals:
$[JEE(Main)-2019]$
$$(1)\:-\dfrac{1}{7}\quad(2)\:\dfrac{1}{3}$$
(3) 0

(4)3"
MA0187,SMCQ,MODULE,MA02,admin,"Slope of a line passing through P(2,3) and intersecting the line, x + y=7 at a distance of
4 units from P, is:
$[\mathbf{JEE}(\mathbf{Main})-2019]$

(1) $\frac {1- \sqrt {5}}{1+ \sqrt {5}}$ (2) $\frac {1- \sqrt {7}}{1+ \sqrt {7}}$ (3) $\frac {\sqrt {7}- 1}{\sqrt {7}+ 1}$ (4) $\frac {\sqrt {5}- 1}{\sqrt {5}+ 1}$"
MA0188,SMCQ,MODULE,MA02,admin,"A rectangle is inscribed in a circle with a diameter lying along the line 3y=x+7.If the two adjacent vertices of the rectangle are (-8,5) and (6,5) then the area of the rectangle (in sq. units) is:
[JEE(Main)-2019]
(2)56
(3)98
(4) 84
(1)72"
MA0189,SMCQ,MODULE,MA02,admin,"Lines are drawn parallel to the line 4x-3y+2=0, at a distance $\frac{3}{5}$ from the origin.Then whicl
$[JEE(Main)-2019]$
one of the following points lies on any of these lines?



$1) \left ( - \frac 14, - \frac 23\right )$ $( 2) \left ( - \frac 14, \frac 23\right )$ $( 3) \left ( \frac 14, - \frac 13\right )$ $( 4) \left ( \frac 14, \frac 13\right )$"
MA0190,SMCQ,MODULE,MA02,admin,"The equation y=sinx $\sin($x$+2)-\sin^2($x+1) represents a straight line lying in

$[\mathbf{JEE}(\mathbf{Main})-2019]$
16



POINT & STRAIGHT LINE

(1) first, third and fourth quadrants

(2) third and fourth quadrants only (4) first, second and fourth quadrants


(3) second and third quadrants only"
MA0191,SMCQ,MODULE,MA02,admin,"A triangle has a vertex at (1,2) and the mid points of the two sides through it are (-1,1) and
[JEE(Main)-2019]
(2,3). Then the centroid of this triangle is :

$( 2) \left ( \frac 13, \frac 53\right )$ $( 3) \left ( \frac 13, 1\right )$


$(4)\left(1,\frac{7}{3}\right)$

$(1)\left(\frac{1}{3},2\right)$

45
A straight line L at a distance of 4 units from the origin makes positive intercepts on the coordinate axes and the perpendicular from the origin to this line makes an angle of 60° with the line x+y=0. Then an equation of the line L is :
$[\mathbf{JEE}(\mathbf{Main})-2019]$

(1) x$+\sqrt3$y=8

$(2)\begin{pmatrix}\sqrt{3}-1\end{pmatrix}$x$+\left(\sqrt3+1\right)$y$=8\sqrt2$
(4) $\sqrt {3}$x+y=8

$(3)\left(\sqrt{3}+1\right)$x$+\left(\sqrt{3}-1\right)$y$=8\sqrt2$"
MA0192,SMCQ,MODULE,MA02,admin,"The locus of the mid-points of the perpendiculars drawn form points on the line, x=2y to the
line x= y is: 
[JEE (Main)$\cdot2020]$
$( 2) 5x- 7y= 0$ $( 3) 3x- 2y= 0$ $( 4) 7x- 5y= 0$
(1) 2x-3y=0"
MA0193,SMCQ,MODULE,MA02,admin,"Let two points be A(1,-1) and B(0, 2). If a point P(x', y') be such that the area of $\Delta$PAB=5sq.
units and it lies on the line, 3x+ y-4$\lambda=0$, then a value of λ is: [JEE (Main)-2020]

(3)-3


(4)3

(1)1

(2)4
The length of the perpendicular from the origin, on the normal to the curve, x^2+2xy-3y^2=0

[JEE (Main)-2020]
at the point (2,2) is
(3) $4\sqrt {2}$ (4) $\sqrt {2}$

(1) $2\sqrt {2}$



(2) 2"
MA0194,SMCQ,MODULE,MA02,admin,"Let C be the centroid of the triangle with vertices (3,-1),(1,3) and (2,4). Let P be the point of ntersection of lines x+ 3y- 1=0 and 3x-y+ 1=0. Then the line passing through the points C and P also passes through the point.
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$
$\left(3\right)\left(9,7\right)$
$(1)\left(-9,-7\right)$
$(2)\left(-9,-6\right)$
$\left(4\right)\left(7,6\right)$


50 Let A(1, 0), B(6, 2) and C$\left(\frac32,6\right)$ be the vertices of triangle ABC.If P is a point inside th
triangle ABC such that the triangle APC, APB and BPC have equal areas, then the length of the
ine segment PQ, where Q is the point$\left(-\frac76,-\frac13\right)$,is$\ldots \ldots \ldots \ldots \ldots$ [JEE (Main)-2020]

17"
MA0195,SMCQ,MODULE,MA02,admin,"52.

POINT & STRAIGHT LINE

The set of all possible values of $\theta$ in the interval $(0,\pi)$ for which the points (1,2) and (sinθ,

cos$\theta)$ lie on the same side of the line x+y=1 is :
$(1)\left(0,\frac{3\pi}4\right)$

$(3)\left(\frac{\pi}{4},\frac{3\pi}{4}\right)$

$(2)\left(0,\frac{\pi}{2}\right)$

$(4)\left(0,\frac{\pi}{4}\right)$
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$

(3)(-3,3)

$(2)\left(3,-3\right)$

If a $\Delta$ABC has vertices A(-1,7), B(-7,1) and C(5,-5), then its orthocentre has coordinates:
$(1)\left(\frac{3}{5},-\frac{3}{5}\right)$

$(4)\begin{pmatrix}-\frac{3}{5},\frac{3}{5}\end{pmatrix}$

[JEE (Main)-2020]"
MA0196,INT,MODULE,MA02,admin,"A triangle ABC lying in the first quadrant has two vertices as A(1,2) and B(3, 1). If $\angle\mathbf{BAC}=90^{\circ}$,
$and ar(\Delta ABC)=5\sqrt{5}$ sq. units, then the abscissa of the vertex C is:
(2) 2 $\sqrt {5}$ -1
(3) $1+ 2\sqrt {5}$
$(4)1+\sqrt{5}$
(1) $2+ \sqrt {5}$


$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$"
MA0197,INT,MODULE,MA02,admin,"If the perpendicular bisector of the line segment joining the points P(l,4)and Q(k,3)
has y-intercept equal to-4, then a value of k is :
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$
(4) $\sqrt {15}$
(2)-4
(3) $\sqrt {14}$




(1)-2"
MA0198,INT,MODULE,MA02,admin,"If the line, 2x-y+3=0 is at a distance $\frac1{\sqrt{5}}$ and $\frac z{\sqrt{5}}$ from the lines 4x-2y + $\alpha=0$ ande

6x-3y+β=0, respectively, then the sum of all possible values of $\alpha$ and β is

$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$"
MA0199,INT,MODULE,MA03,admin,"A ray of light coming from the point $(2,2\sqrt{3})$ is incident at an angle 30°on the line x=l at the point A. The ray gets reflected on the line x=1 and meets x-axis at the point B. Then, the line
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$
AB passes through the point:

(4) $( 4, - \sqrt {3})$


$( 1) \left ( 3, - \frac 1{\sqrt {3}}\right )$ (2) $( 3, - \sqrt {3})$"
MA0200,INT,MODULE,MA03,admin,"Let AD and BC be two vertical poles at A and B respectively on a horizontal ground.If AD=8 m, BC= 11 m and AB= 10 m; then the distance ( in meters) of a point M on AB from the point A such that MD$^2+\mathrm{MC}^2$ is minimum is.
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$"
MA0201,INT,MODULE,MA03,admin,"Let L denote the line in the xy-plane with x and y intercepts as 3 and 1 respectively. Then the
$[\mathbf{JEE}(\mathbf{Main})\cdot2020]$
image of the point (-1,-4) in this line is:

$( 1) \left ( \frac 85, \frac {29}5\right )$ $( 2) \left ( \frac {29}5, \frac {11}5\right )$ $( 3) \left ( \frac {11}5, \frac {28}5\right )$ $( 4) \left ( \frac {29}5, \frac 85\right )$"
MA0202,INT,MODULE,MA03,admin,"If the curve $x^2$+ 2$y^2$= 2 intersects the line x+ y= 1 at two points P and Q, then the angle

$[ \textbf{JEE Main 2021}]$

subtended by the line segment PQ at the origin is

18



POINT&STRAIGHTLINE

(A)$\frac \pi 2+ \tan ^{- 1}\left ( \frac 13\right )$ $( \mathbf{B} )$ $\frac \pi 2- \tan ^{- 1}\left ( \frac 13\right )$ $( \mathbf{C} )$ $\frac \pi 2- \tan ^{- 1}\left ( \frac 14\right )$ (4) $\frac \pi 2+ \tan ^{- 1}\left ( \frac 14\right )$"
MA0203,INT,MODULE,MA03,admin,"Let A(.1,1), B(3,4) and C(2,0) be given three points. A line y=mx, m>0, intersects lines AC
and BC at point P and Q respectively. Let Al and A2 be the areas of $\Delta$ABC and $\Delta$PQC
respectively, such that A1=3A2, then the value of m is equal to[JEE Main 2021]

$(\mathbf{B})1$

$(\mathbf{C})2$

$(D)3$

(A) $\frac 4{15}$"
MA0204,INT,MODULE,MA03,admin,"The equation of one of the straight lines which passes through the point (1,3) and makes an

angles tan$^-1(\sqrt{2})$ with the straight line, y$+1=3\sqrt2$x is

$[ \textbf{JEE MAIN 2021}]$

$({\mathrm{A)~4\sqrt{2x}+5y-(15+4\sqrt{2})=0}}$

$( \mathbf{B} )$ $5\sqrt {2x}+ 4y- ( 15+ 4\sqrt {2}) = 0$ (D)$4\sqrt2$x-5y$-(5+4\sqrt{2})=0$


$( \mathbf{C} )$ $4\sqrt {2\mathrm{x} }+ 5$y$-4\sqrt{2}=0$"
MA0205,INT,MODULE,MA03,admin,"A 10 inches long pencil AB with mid point C and a small eraser P are placed on the horizontal top of a table such that PC=5 inches and $\angle$PCB= tan- 1( 2) . The acute angle through which the pencil must be rotated about C so that the perpendicular distance between eraser and pencil
becomes exactly 1 inch is
$[ \textbf{JEE Main 2021}]$"
